latitud,longitud,id_syscali01,Latitud:,Longitud:,Río:,Altura,Fecha de Muestreo,Hora de Muestreo,Velocidad media,Caudal,Campaña,Responsable,Conductividad específica (T ref. 25°C) (uS/cm),Oxígeno disuelto (mg/l O2),pH (u pH),Sólidos disueltos totales (mg/l),Sólidos suspendidos totales (mg/l),Sólidos totales (mg/l),Temperatura (C),Calcio disuelto (mg/l Ca),Calcio total (mg/l Ca),Dureza total (mg/l CaCO3),Magnesio disuelto (mg/l Mg),Magnesio total (mg/l Mg),Potasio disuelto (mg/l K),Potasio total (mg/l K),Sodio disuelto (mg/l Na),Sodio total (mg/l Na),Demanda bioquímica de oxígeno (mg/l O2),Demanda química de oxígeno (mg/l O2),Arsenico disuelto (ug/l As),Arsenico total (ug/l As),Cadmio disuelto (ug/l Cd),Cadmio total (ug/l Cd),Cobre disuelto (ug/l Cu),Cobre total (ug/l Cu),Cromo disuelto (ug/l Cr),Cromo total (ug/l Cr),Hierro disuelto (ug/l Fe),Hierro total (ug/l Fe),Manganeso disuelto (ug/l Mn),Manganeso total (ug/l Mn),Mercurio disuelto (ug/l Hg),Mercurio total (ug/l Hg),Niquel disuelto (ug/l Ni),Niquel total (ug/l Ni),Plata disuelto (ug/l Ag),Plata total (ug/l Ag),Plomo disuelto (ug/l Pb),Plomo total (ug/l Pb),Zinc disuelto (ug/l Zn),Zinc total (ug/l Zn),Arsenico suspensión (mg/kg As),Cadmio suspensión (mg/kg Cd),Cobre suspensión (mg/kg Cu),Cromo suspensión (mg/kg Cr),Hierro suspensión (mg/kg Fe),Manganeso suspensión (mg/kg Mn),Niquel suspensión (mg/kg Ni),Plomo suspensión (mg/kg Pb),Zinc en suspensión (mg/kg Zn),Turbiedad (UNT),Plata suspensión (mg/kg Ag),Mercurio suspensión (mg/kg Hg),pH (mV) (mV),Salinidad (Sal),Saturación de oxígeno (%),Alcalinidad total (mg/l CaCO3),Cloruros (mg/l Cl -),Sulfatos (mg/l SO4=),Fósforo disuelto (mg/l PO4),Fósforo total (mg/l PO4),Nitrato (mg/l NO3),Nitrito (mg/l NO2),Nitrógeno amoniacal (mg/l NH4),Nitrógeno total Kjeldahl (mg/l N),Carbono organico disuelto (mg/l),Coliformes fecales (en NMP) (NMP/100 ml),Coliformes totales (en NMP) (NMP/100 ml),Cianuros libre (mg/l CN-),Fenoles (mg/l C6H6O),Sulfuros (mg/l S=),Aerobios mesófilos totales (en UFC) (UFC/100 ml),Coliformes fecales (en UFC) (UFC/100 ml),Coliformes totales (en UFC) (UFC/100 ml),Cianuros libre (CN-),Sulfuros (S=),Cianuros (mg/l CN-),Color (u PtCo),Boro disuelto (ug/l B),Boro total (ug/l B),Selenio disuelto (ug/l Se),Selenio total (ug/l Se),Hidrocarburos totales (mg/l),Boro suspensión (mg/kg B),Selenio suspensión (mg/kg Se),Cobre total (Cu),Cromo disuelto (Cr),Cromo total (Cr),Hierro disuelto (Fe),Hierro total (Fe),Manganeso disuelto (Mn),Manganeso total (Mn),Mercurio disuelto (Hg),Mercurio total (Hg),Niquel disuelto (Ni),Niquel total (Ni),Plata disuelto (Ag),Plata total (Ag),Plomo disuelto (Pb),Plomo total (Pb),Selenio disuelto (Se),Selenio total (Se),Zinc disuelto (Zn),Zinc total (Zn),Fenoles (C6H6O),Aerobios mesófilos totales (en UFC) (UFC/ml),Hidrocarburos totales (),Cadmio total (Cd),Cobre disuelto (Cu),Fósforo total (PO4),Arsenico total (As),Boro disuelto (B),Boro total (B),Cadmio disuelto (Cd),Demanda bioquímica de oxígeno (O2),Demanda química de oxígeno (O2),Arsenico disuelto (As),Magnesio total (Mg),Potasio disuelto (K),Sodio disuelto (Na),Sulfatos (SO4=),Nitrato (NO3),Nitrito (NO2),Nitrógeno amoniacal (NH4),Fósforo disuelto (PO4),Alcalinidad Fenolftaleina (mg/l CaCO3),Turbiedad (NTU),Bismuto disuelto (ug/l Bi),Bismuto total (ug/l Bi),Talio disuelto (ug/l Tl),Talio total (ug/l Tl),Bismuto suspensión (mg/kg Bi),Talio en suspensión (mg/kg Tl),Presión Parcial (mm Hg),Resistividad (Ohm.cm),Bismuto total (Bi),Talio disuelto (Tl),Talio total (Tl),Bismuto disuelto (Bi),Aerobios mesófilos totales (en NMP) (NMP/100 ml),Cianuros (CN-),Coliformes totales (en UFC) (),Coliformes totales (en NMP) (),Alcalinidad total (CaCO3),Dureza total (CaCO3),Magnesio disuelto (Mg),Potasio total (K),Sodio total (Na),Nitrógeno total Kjeldahl (N),Aerobios mesófilos totales (en UFC) (),Coliformes fecales (en NMP) (),Coliformes fecales (en UFC) (),pH en laboratorio (u pH),Sólidos sedimentables (ml/l),Calcio disuelto (Ca),Calcio total (Ca),Cloruros (Cl -),Carbono orgánico total (mg/l)
-20.7419,-65.2403,936,20 44 30.96,65 14 25.14 ,Tumusla,2321 msnm ,20-02-2018,09:30 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,837,6.97,8.44,606,2254,2860,19.4,71.83,72.52,329.9,36.55,36.7,8.4,8.5,61.4,62.2,< 5,6,< 1,26,< 1,< 20,< 1,64,< 1,39,219,66145,27,1203,< 0.04,0.208,2,71,< 1,< 20,< 1,65,2,519,11.54,,28.39,17.30,29248.45,521.74,30.61,25.11,229.37,,,0.09,-70,0.3,100.7,90,33.5,399,0.25,0.34,1.25,< 0.02,1.07,1.5,,,,,0.012,0.002,2,80,130,,,< 0.002,9,1158,644,< 1,< 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,> 1100,< 1,< 20,< 1,< 20,,,157.5,1193,,,,,,,,,,,,,,,,,,,,,,,
-19.4719,-65.7935,937,19 28 18.72,65 47 36.6 ,Tarapaya,3328 msnm ,06-02-2018,10:10 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,535,6.57,7.604,350,1008,1358,15.3,47.1,48.81,152.1,8.38,8.53,4.6,4.7,31.1,34.2,25,34,4,287,27,36,3,141,< 1,< 20,1027,24181,1081,,,,,,,,,,,,280.75,8.93,136.90,,22970.24,,11.90,226.59,433.53,,,0.93,-46.4,0.2,98.1,15,23,237.3,0.06,0.09,5.39,< 0.02,3.41,2.9,,,,,,,2,0,0,,< 0.001,,5,152,124,,,,,,,,,,,,1000,< 0.04,0.94,10,22,< 1,< 20,< 1,233,< 1,< 20,5481,5918,< 0.001,,< 0.05,,,,,,,,,,,,,,,,,,,< 5,931,< 1,< 20,,,,,137.2,1868,,< 1,< 20,,,< 0.002,,,,,,,,,,,,,,,,,
-19.1322,-65.57,938,19 7 55.92,65 34 12.12 ,Tacobamba,2782 msnm ,05-02-2018,13:10 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,469,5.94,8.529,340,9576,9916,24.3,28.84,28.94,180,26.22,26.51,5.6,6.6,25.1,25.3,19,23,< 1,54,< 1,< 20,< 1,168,< 1,85,174,185621,60,4361,< 0.04,0.769,< 1,149,< 1,< 20,< 1,115,< 1,420,5.64,,17.54,8.88,19365.81,449.14,15.56,11.42,43.86,,,0.08,-101.4,0.1,99.7,95,4.3,169.9,0.03,0.09,2.2,< 0.02,1.8,1.5,,,,,< 0.001,0.003,0,0,0,,,< 0.002,3,50,236,< 1,< 20,< 0.05,19.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,> 1100,< 1,< 20,< 1,< 20,,,145.9,2130,,,,,,,,,,,,,,,,,,,,,,,
-19.1326,-65.5718,939,19 7 57.42,65 34 18.42 ,Pilcomayo,2782 msnm ,05-02-2018,12:15 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,445,6.54,8.211,272,3849,4121,20.1,26.53,26.8,114.4,11.71,11.72,5.5,6.3,33.3,33.6,19,24,4,90,< 1,< 20,< 1,94,< 1,31,148,94816,36,1994,< 0.04,< 0.1,< 1,72,,,,,,,22.34,,24.42,8.05,24595.48,508.70,18.71,23.25,215.90,,,,-81.7,0.1,100.9,75,38.3,90.9,0.06,0.18,3.73,< 0.02,0.3,2.2,,,,,,,0,2,6,,0.003,,16,224,316,,,,23.90,7.27,,,,,,,,,,,,< 1,< 20,< 1,95,< 1,28,3,834,< 0.001,,< 0.05,,,,,,,,,,,,,,,,,,,< 5,> 1100,< 1,< 20,,,,,149.1,2230,,< 1,< 20,,,< 0.002,,,,,,,,,,,,,,,,,
-19.3583,-65.1726,940,19 21 29.76,65 10 21.48 ,Pilcomayo, msnm ,04-02-2018,10:00 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,288,7.19,8.27,172,18326,18498,18.2,22.77,22.88,89.6,7.94,8.23,3.4,4.8,15.8,16,15,27,< 1,149,< 1,< 20,< 1,261,< 1,182,297,296697,11,7355,< 0.04,1.23,< 1,278,< 1,< 20,< 1,211,< 1,1107,8.13,,14.24,9.93,16173.74,400.74,15.17,11.33,60.41,,,0.07,-85.2,0,99.5,65,21.6,54.4,0.06,0.18,5.03,< 0.02,0.44,1.5,,,,,0.005,0.006,12,15,22,,,< 0.002,21,58,321,< 1,85,< 0.05,14.35,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,> 1100,< 1,< 20,< 1,< 20,,,158.5,3.45,,,,,,,,,,,,,,,,,,,,,,,
-21.5044,-65.7067,941,21 30 15.66,65 42 24 ,Tupiza,2902 msnm ,07-02-2018,17:00 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,702,6.21,7.97,516,27935,28451,19.4,58.51,59.94,270.1,30.12,30.87,5.4,5.5,50.4,51.8,29,38,< 1,389,< 1,27,< 1,744,< 1,395,233,801557,71,12507,< 0.04,3.47,1,724,< 1,< 20,< 1,1156,14,5228,13.93,0.97,26.63,14.14,28685.31,445.18,25.88,41.19,186.65,,,0.12,-63.4,0.3,96,55,29.5,344.6,0.03,0.09,3.38,< 0.02,0.96,2.9,,,,,< 0.001,0.003,0,9,15,,,< 0.002,7,1228,1761,< 1,29,< 0.05,19.08,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,> 1100,< 1,23,< 1,22,0.82,0.79,140,1427,,,,,,,,,,,,,,,,,,,,,,,
-22.5294,-66.3497,942,22 31 46.02,66 20 58.8 ,Orosmayo,3858 msnm ,22-02-2018,12:10 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,463,6.86,8.176,364,184,548,12.4,33.19,34.46,113.4,7.4,7.7,8.1,8,39.6,40.1,9,13,2,35,21,32,3,31,< 1,,,,,,,,,,,,,,,,179.35,59.78,152.17,,30092.39,228.26,48.91,184.24,4913.04,,,,-72.4,0.1,102.1,35,55.3,120.2,0.09,0.12,0.9,< 0.02,0.09,2.2,,,,,,,270,1,6,,0.003,,9,1496,2577,,,,5875.00,472.83,,,< 20,132,5669,412,454,< 0.04,< 0.1,13,22,< 1,< 20,< 1,42,< 1,87,1620,2524,,,,,,,,,,,,,,,,,,,,,,< 5,140,< 1,< 20,,,,,134.5,2160,,< 1,< 20,,,< 0.002,,,,,,,,,,,,,,,,,
-21.5613,-65.6478,943,21 33 40.8,65 38 52.08 ,San Juan del Oro,2841 msnm ,07-02-2018,15:25 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,510,6.55,7.49,344,16777,17121,16.9,48.72,49.22,167,11.02,11.14,5.7,6.1,35,35.5,25,33,2,227,< 1,20,< 1,331,< 1,260,203,350120,6,3507,< 0.04,1.06,< 1,312,< 1,< 20,< 1,360,31,1831,13.41,1.19,19.73,15.50,20856.95,208.68,18.60,21.12,107.29,,,0.06,-48.4,0.2,96.1,70,25.6,174.1,0.12,0.25,3.14,< 0.02,0.44,3.6,,,,,< 0.001,0.004,0,4,22,,,< 0.002,17,1324,1839,< 1,43,< 0.05,30.70,2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,> 1100,< 1,21,< 1,23,1.25,1.37,141.3,1961,,,,,,,,,,,,,,,,,,,,,,,
-22.0977,-65.5861,944,22 5 51.9,65 35 9.84 ,La Quiaca,3415 msnm ,21-02-2018,08:35 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,740,3.24,8.508,364,68,432,13.9,41.34,42.48,177.8,18.11,18.7,12.2,12.3,46.2,46.8,45,60,5,< 20,< 1,< 20,,,,,,,,,,,,,,,,,,,,,338.24,,15955.88,132.35,,394.12,1220.59,,,,-105.2,0.3,47.1,170,56.7,94.4,5.67,6.04,3.97,< 0.02,5.99,5.7,,,,,,,0,72000,81000,,0.005,,24,313,348,,,,514.71,1882.35,23,< 1,< 20,136,1221,55,64,< 0.04,< 0.1,< 1,< 20,< 1,< 20,< 1,39,< 1,128,8,91,< 0.001,,,,< 1,,,,,,,,,,,,,,,,,< 5,84.3,< 1,< 20,,,,,65.4,1351,,< 1,< 20,,,< 0.002,,,,,,,,,,,,,,,,,
-21.2394,-65.2091,945,21 14 21.90,65 12 32.61 ,San Juan del Oro, msnm ,19-02-2018,16:30 Hs,SIN DATOS,SIN DATOS,Febrero 2018, Unidad de Monitoreo y Centro de Datos,676,6.29,7.84,478,6156,6634,22.4,77.63,78.88,264.6,17.18,17.18,0.7,0.7,43.8,44,11,18,2,21,< 1,< 20,< 1,82,< 1,< 20,226,46464,6,1241,< 0.04,0.133,< 1,67,< 1,< 20,< 1,104,< 1,562,3.09,,13.32,,7511.05,200.62,10.88,16.78,91.29,,,0.02,-68.7,0.3,97.3,95,37.3,256.5,0.15,0.18,1.96,< 0.02,1.57,1.7,,,,,0.008,0.003,0,540,630,,,< 0.002,< 0.05,2425,963,< 1,75,< 0.05,,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,> 1100,< 1,< 20,< 1,< 20,,,149.8,1482,,,,,,,,,,,,,,,,,,,,,,,
-21.1514,-64.2383,946,21 9 5.1,64 14 17.7 ,Pilaya,822 msnm ,01-03-2018,15:30 Hs,SIN DATOS,SIN DATOS,Marzo 2018, Unidad de Monitoreo y Centro de Datos,538,7.8,8.45,605,5357,5955,23.3,43.9,45.6,177.02,22.5,46.8,3.63,66.7,27.9,53.7,13.7,168,1,35,< 1,25,< 1,135,< 1,< 20,178,57427,< 1,1282,< 0.04,0.284,< 1,65,< 1,< 20,< 1,93,< 1,367,6.35,4.67,25.20,,10686.76,239.31,12.13,16.68,68.51,,,0.05,-100,0.2,101.1,179.55,33.44,101.13,0.49,5.46,1.68,5.85,1.06,3.94,,2000,15000,,< 0.001,< 1,45000000,,,,,< 0.02,29.5,815,337,< 1,38,,,7.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.14,> 1100,< 1,20,< 1,20,3.73,3.73,188.3,1859,,,,,,,,,,,,,,,,,,,,,,,
-21.2581,-63.5115,947,21 15 29.1,63 30 41.28 ,Pilcomayo,372 msnm ,28-02-2018,06:45 Hs,1.633 m/s,491 m3/s,Febrero 2018, Unidad de Monitoreo y Centro de Datos,545,8.37,7.5,598,11026,11637,23.7,45.9,49.9,163.72,18.2,74.8,4.65,156,37.7,77.3,14.7,199,< 1,36,< 1,< 20,< 1,170,< 1,29,148,100737,< 1,2048,< 0.04,0.36,< 1,122,< 1,< 20,< 1,136,< 1,733,3.27,,15.42,2.63,9122.89,185.74,11.06,11.91,66.48,,,0.03,-50,0.2,104.2,179.55,74.96,77.17,1.13,17.02,2.61,0.3,1.06,2.99,,9300,21000,,< 0.001,< 1,580000000,,,,,< 0.02,34.5,572,305,< 1,< 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.14,> 1100,< 1,< 20,< 1,< 20,,,204,1838,,,,,,,,,,,,,,,,,,,,,,,
-19.5976,-65.7312,948,19 35 51.42,65 43 52.44 ,De la Ribera,4255 msnm ,15-08-2018,13:25 Hs,0.046 m/s,0 m3/s,Agosto 2018, UMyCD,199.2,6.35,7.7,114,3,117,11.3,21.64,21.64,86,7.77,9.23,1.7,2.7,9.3,9.3,< 5,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.3,0,96.9,75,6.2,15.4,0.09,0.18,< 0.01,< 0.02,0.08,0.7,< 2,,,< 0.002,,0.002,140,0,90,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,4.87,,,,,,,121.6,5010,,,,,,,,,,,,,,,,,,,,,,,
-20.4865,-65.6199,949,20 29 11.22,65 37 11.64 ,Tumusla,2589 msnm ,16-08-2018,08:30 Hs,0.605 m/s,5 m3/s,Agosto 2018, UMyCD,655,8.47,8.545,480,123,551,9.6,16.03,17.63,298.3,62.71,63.2,4.7,4.7,58.8,59.9,< 5,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.6,0.2,100.4,110,36.4,166.4,0.34,0.83,< 0.01,< 0.02,0.71,0.7,< 2,,,< 0.002,< 0.001,< 0.001,20,8,220,,,,12,,,,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,132,,,,,,,155.9,1527,,,,,,,,,,,,,,,,,,,,,,,
-20.7423,-65.2412,950,20 44 32.16,65 14 28.32 ,Tumusla,2333 msnm ,27-08-2018,16:45 Hs,0.48 m/s,6 m3/s,Agosto 2018, UMyCD,1156,7.4,8.532,966,51,1017,17.4,33.66,33.66,520.5,105.99,105.99,7.5,7.5,70.3,89.4,< 5,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-89.7,0.5,102.6,120,54.1,422.8,0.15,0.46,< 0.01,< 0.02,1.12,1.1,< 2,,,< 0.002,< 0.001,0.003,8200,38,88,,,,6,,,,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,49,,,,,,,160.5,865,,,,,,,,,,,,,,,,,,,,,,,
-19.4718,-65.7943,951,19 28 18.66,65 47 39.6 ,Tarapaya,3343 msnm ,15-08-2018,10:40 Hs,0.71 m/s,1 m3/s,Agosto 2018, UMyCD,861,7.43,7.961,544,78,622,7.7,37.67,38.47,214.2,29.17,29.17,12.5,12.5,81.9,83.7,26,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.4,0.3,92.6,115,66.7,177.4,0.49,0.52,< 0.01,52.22,21.24,4.2,263,,,< 0.002,< 0.001,0.001,240,10,120,,,,16,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,98.9,,,,,,,131.1,1160,,,,,,,,,,,,,,,,,,,,,,,
-19.1324,-65.5722,952,19 7 56.58,65 34 19.98 ,Pilcomayo,2769 msnm ,14-08-2018,10:20 Hs,0.915 m/s,5 m3/s,Agosto 2018, UMyCD,969,8.75,8.465,582,48,630,10.8,30.46,33.66,196.2,29.17,30.14,9.1,9.2,141.6,143.4,< 5,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-78.7,0.4,103.9,115,153.7,111.8,0.86,1.04,2.21,< 0.02,0.36,7.8,< 2,,,< 0.002,< 0.001,0.002,110,9,11,,,,15,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,63.2,,,,,,,156.7,1030,,,,,,,,,,,,,,,,,,,,,,,
-19.357,-65.1736,953,19 21 25.32,65 10 25.08 ,Pilcomayo,2238 msnm ,13-08-2018,09:10 Hs,0.823 m/s,9 m3/s,Agosto 2018, UMyCD,1169,7.97,8.339,694,110,804,13.7,46.49,48.89,254.2,33.54,34.03,7.1,7.5,178.7,178.7,< 5,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-72.6,0.5,100.4,125,195.2,133.8,0.28,0.31,4.56,< 0.02,0.21,1.1,< 2,,,< 0.002,,0.004,100,7,80,,,,10,,,,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,87.5,,,,,,,161,855,,,,,,,,,,,,,,,,,,,,,,,
-21.5043,-65.7061,954,21 30 15.6,65 42 21.96 ,Tupiza,2898 msnm ,16-08-2018,14:00 Hs,0.523 m/s,1 m3/s,Agosto 2018, UMyCD,1489,10.27,8.817,1306,3,1309,20.8,26.45,28.85,714.7,157.52,158.98,6.9,7,96.2,102.2,< 5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-101.6,0.7,162.9,165,60.1,614,0.71,0.83,< 0.01,< 0.02,2.58,1.4,10,,,< 0.002,< 0.001,0.002,150,20,170,,,,10,,,,,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,24.9,,,,,,,238,672,,,,,,,,,,,,,,,,,,,,,,,
-22.5333,-66.3481,955,22 31 59.76,66 20 53.1 ,Orosmayo,3863 msnm ,30-08-2018,11:00 Hs,0.451 m/s,0 m3/s,Agosto 2018, UMyCD,847,8.48,8.403,562,7,569,5.3,37.67,37.67,136.1,10.21,10.21,10.7,10.7,113.5,114.1,< 5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-79,0.3,106.3,95,173.5,58.1,0.15,0.31,1.72,< 0.02,< 0.06,1.1,3,,,< 0.002,,< 0.001,10,0,0,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,16.6,,,,,,,140.9,1180,,,,,,,,,,,,,,,,,,,,,,,
-21.5604,-65.6477,956,21 33 37.44,65 38 51.72 ,San Juan del Oro,2846 msnm ,16-08-2018,15:25 Hs,0.734 m/s,4 m3/s,Agosto 2018, UMyCD,1161,6.83,8.565,928,12,940,18.2,29.65,30.46,470.4,96.3,96.8,5.5,5.6,98,98,< 5,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-86.3,0.5,102.2,165,55.3,329,0.28,0.43,< 0.01,< 0.02,0.58,0.7,< 2,,,< 0.002,< 0.001,< 0.001,200,0,80,,,,2,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,37.8,,,,,,,150.6,862,,,,,,,,,,,,,,,,,,,,,,,
-22.0977,-65.5861,957,22 5 51.66,65 35 9.84 ,La Quiaca,3426 msnm ,28-08-2018,14:50 Hs,0.496 m/s,0 m3/s,Agosto 2018, UMyCD,969,3.4,8.622,590,83,673,18.9,23.24,27.55,190.1,32.08,32.57,16.7,16.9,83.4,83.4,284,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-95.3,0.4,55.7,250,92.7,83.6,9.93,10.49,0.9,< 0.02,10.73,11.3,1798,,,< 0.002,< 0.001,0.058,100000,72000,81000,,,,44,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,110,,,,,,,76.1,1027,,,,,,,,,,,,,,,,,,,,,,,
-21.2386,-65.2107,958,21 14 19.14,65 12 38.52 ,San Juan del Oro, msnm ,27-08-2018,14:45 Hs,0.522 m/s,3 m3/s,Agosto 2018, UMyCD,1382,8.2,8.546,1188,4,1192,18.8,84.16,84.16,582.5,90.43,90.43,7.2,7.2,104.4,106.2,< 5,< 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.6,0.6,116.8,150,80.3,522.1,0.09,0.31,< 0.01,< 0.02,0.98,0.8,< 2,,,< 0.002,< 0.001,0.001,1400,20,36,,,,5,,,,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5.63,,,,,,,183,723,,,,,,,,,,,,,,,,,,,,,,,
-21.1521,-64.234,959,21 9 7.56,64 14 2.58 ,Pilaya,806 msnm ,06-09-2018,08:05 Hs,0.379 m/s,11 m3/s,Septiembre 2018, UMyCD,1205,9,8.587,933,9,942,17.3,113.7,113.8,410.1,64.1,68.5,30,31.4,84.7,105,3,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-92.6,0.5,103.3,350,118.9,458.1,0.09,0.15,0.14,,0.21,0.81,,43,120,,< 0.001,< 1,15000000,,,,,< 0.02,11,,,,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.05,12.7,,,,,,,195.3,830,,,,,,,,,,,,,,,,,,,,,,,
-20.9138,-64.1105,960,20 54 49.68,64 6 37.62 ,Pilcomayo,627 msnm ,05-09-2018,15:00 Hs,0.29 m/s,28 m3/s,Septiembre 2018, UMyCD,1338,9.53,8.677,904,9,913,21.1,86.93,91.7,551.3,45.6,46.1,7.63,8.6,155,163,1.6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-98.9,0.6,116,332.5,237.5,320.7,< 0.03,0.12,0.16,,0.21,0.52,,75,150,,< 0.001,< 1,6600000,,,,,< 0.02,15.5,,,,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.49,13.6,,,,,,,222,747,,,,,,,,,,,,,,,,,,,,,,,
-21.2581,-63.5116,961,21 15 29.16,63 30 41.88 ,Pilcomayo,382 msnm ,05-09-2018,06:45 Hs,0.21 m/s,31 m3/s,Septiembre 2018, UMyCD,1507,8.95,8.5,1036,4,1040,17.8,57.5,57.97,337.2,47.02,47.02,10.6,10.6,180.8,184.6,< 5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.2,0.7,98.4,125,227.6,282.2,0.15,0.31,< 0.01,< 0.02,0.17,1.4,6,,,< 0.002,,< 0.001,140,0,0,,,,4,,,,,< 0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,47.5,,,,,,,196.4,663,,,,,,,,,,,,,,,,,,,,,,,
-19.3465,-65.5452,974,19 20 47.5,65 32 42.9 ,Canutillos,3858 msnm ,28-03-2017,12:30 Hs,SIN DATOS,SIN DATOS,Marzo 2017, Unidad de Monitoreo y Centro de Datos,1982,6.24,2.761,2058,2,2060,12.3,12.2,12.4,46,3.58,3.64,1.9,1.9,6.7,6.8,25,29,398,405,38,36,3928,5741,27,25,177827,202798,14111,15050,,,118,131,9,27,12,13,6902,6916,3500.00,,906500.00,,12485500.00,469500.00,6500.00,5550.00,7000.00,,9000.00,,216.6,1,96,< 5,9.9,948.2,,,,,,,,,,,,0.007,,,,,,,,56,34,< 2,< 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,< 5,4.73,2,3,0.2,< 1,500.00,,123,505,,,,,,,,,,,,,,,,,,,,,,,
-22.3777,-62.5184,975,"22° 22' 39.66""","62° 31' 6.36"" ",Pilcomayo,251 msnm ,24-10-2017,17:00 Hs,SIN DATOS,SIN DATOS,Octubre 2017, Unidad de Monitoreo y Centro de Datos,1378,7.27,8.096,1034,4340,5390,26.1,83,,380,42,,7.4,,131,,9,< 2,2,31,< 0.2,< 2,2,90,1,54,178,85633,19,2463,< 0.04,0.155,3,86,< 0.2,< 2,< 0.2,81,< 2,271,6.68,,20.28,12.21,19690.09,563.13,19.12,16.96,62.44,,,0.04,-69.9,0.6,93.4,137,179,246,0.07,,,0.03,0.05,,,1500,23000,,< 0.001,,,,,,,,,474,564,< 2,< 20,< 0.05,20.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,> 1100,< 0.2,< 2,< 0.2,< 2,,,184.1,726,,,,,,,,,,,,,,,,,,,,,,,
